6.0000000E+00	-2.0000000E+01	4.1472220E-02
6.0000000E+00	-1.8222222E+01	4.1472220E-02
6.0000000E+00	-1.6444444E+01	4.1472220E-02
6.0000000E+00	-1.4666667E+01	4.1472220E-02
6.0000000E+00	-1.2888889E+01	4.1472220E-02
6.0000000E+00	-1.1111111E+01	4.1472220E-02
6.0000000E+00	-9.3333333E+00	4.1472220E-02
6.0000000E+00	-7.5555556E+00	4.1472221E-02
6.0000000E+00	-5.7777778E+00	4.1472221E-02
6.0000000E+00	-4.0000000E+00	4.1472221E-02
6.3333333E+00	-2.0000000E+01	4.1472220E-02
6.3333333E+00	-1.8222222E+01	4.1472220E-02
6.3333333E+00	-1.6444444E+01	4.1472220E-02
6.3333333E+00	-1.4666667E+01	4.1472220E-02
6.3333333E+00	-1.2888889E+01	4.1472220E-02
6.3333333E+00	-1.1111111E+01	4.1472220E-02
6.3333333E+00	-9.3333333E+00	4.1472220E-02
6.3333333E+00	-7.5555556E+00	4.1472221E-02
6.3333333E+00	-5.7777778E+00	4.1472221E-02
6.3333333E+00	-4.0000000E+00	4.1472221E-02
6.6666667E+00	-2.0000000E+01	4.1472249E-02
6.6666667E+00	-1.8222222E+01	4.1473910E-02
6.6666667E+00	-1.6444444E+01	4.1572983E-02
6.6666667E+00	-1.4666667E+01	4.6121760E-02
6.6666667E+00	-1.2888889E+01	6.2576144E-02
6.6666667E+00	-1.1111111E+01	6.9956957E-02
6.6666667E+00	-9.3333333E+00	6.9970688E-02
6.6666667E+00	-7.5555556E+00	7.0140830E-02
6.6666667E+00	-5.7777778E+00	7.0300580E-02
6.6666667E+00	-4.0000000E+00	7.0449078E-02
7.0000000E+00	-2.0000000E+01	4.1472692E-02
7.0000000E+00	-1.8222222E+01	4.1500479E-02
7.0000000E+00	-1.6444444E+01	4.3146490E-02
7.0000000E+00	-1.4666667E+01	1.0079350E-01
7.0000000E+00	-1.2888889E+01	2.0390161E-01
7.0000000E+00	-1.1111111E+01	2.2884623E-01
7.0000000E+00	-9.3333333E+00	2.2919005E-01
7.0000000E+00	-7.5555556E+00	2.2975406E-01
7.0000000E+00	-5.7777778E+00	2.3028104E-01
7.0000000E+00	-4.0000000E+00	2.3077261E-01
7.3333333E+00	-2.0000000E+01	4.1473385E-02
7.3333333E+00	-1.8222222E+01	3.1524194E-03
7.3333333E+00	-1.6444444E+01	4.5628063E-02
7.3333333E+00	-1.4666667E+01	2.1733605E-01
7.3333333E+00	-1.2888889E+01	7.2754784E-01
7.3333333E+00	-1.1111111E+01	8.2409511E-01
7.3333333E+00	-9.3333333E+00	8.2642701E-01
7.3333333E+00	-7.5555556E+00	8.2883326E-01
7.3333333E+00	-5.7777778E+00	8.3108802E-01
7.3333333E+00	-4.0000000E+00	8.3320349E-01
7.6666667E+00	-2.0000000E+01	4.1474212E-02
7.6666667E+00	-1.8222222E+01	4.1601195E-02
7.6666667E+00	-1.6444444E+01	4.8615504E-02
7.6666667E+00	-1.4666667E+01	4.2086724E-01
7.6666667E+00	-1.2888889E+01	3.9235410E+00
7.6666667E+00	-1.1111111E+01	4.8591305E+00
7.6666667E+00	-9.3333333E+00	4.8953705E+00
7.6666667E+00	-7.5555556E+00	4.9280594E+00
7.6666667E+00	-5.7777778E+00	4.9591142E+00
7.6666667E+00	-4.0000000E+00	4.9886723E+00
8.0000000E+00	-2.0000000E+01	4.1177832E-02
8.0000000E+00	-1.8222222E+01	4.1355432E-02
8.0000000E+00	-1.6444444E+01	5.1995018E-02
8.0000000E+00	-1.4666667E+01	6.6449481E-01
8.0000000E+00	-1.2888889E+01	1.0792892E+01
8.0000000E+00	-1.1111111E+01	1.3282355E+01
8.0000000E+00	-9.3333333E+00	1.3378805E+01
8.0000000E+00	-7.5555556E+00	1.3459376E+01
8.0000000E+00	-5.7777778E+00	1.3537424E+01
8.0000000E+00	-4.0000000E+00	1.3613242E+01
8.3333333E+00	-2.0000000E+01	4.0996234E-02
8.3333333E+00	-1.8222222E+01	4.1257153E-02
8.3333333E+00	-1.6444444E+01	5.6887236E-02
8.3333333E+00	-1.4666667E+01	9.5237209E-01
8.3333333E+00	-1.2888889E+01	1.0979265E+01
8.3333333E+00	-1.1111111E+01	1.2185891E+01
8.3333333E+00	-9.3333333E+00	1.2271389E+01
8.3333333E+00	-7.5555556E+00	1.2348800E+01
8.3333333E+00	-5.7777778E+00	1.2423815E+01
8.3333333E+00	-4.0000000E+00	1.2496674E+01
8.6666667E+00	-2.0000000E+01	4.0940634E-02
8.6666667E+00	-1.8222222E+01	4.1322004E-02
8.6666667E+00	-1.6444444E+01	6.4156544E-02
8.6666667E+00	-1.4666667E+01	1.3278065E+00
8.6666667E+00	-1.2888889E+01	8.8954289E+00
8.6666667E+00	-1.1111111E+01	9.3517282E+00
8.6666667E+00	-9.3333333E+00	9.4149411E+00
8.6666667E+00	-7.5555556E+00	9.4741060E+00
8.6666667E+00	-5.7777778E+00	9.5315059E+00
8.6666667E+00	-4.0000000E+00	9.5873028E+00
9.0000000E+00	-2.0000000E+01	4.0925373E-02
9.0000000E+00	-1.8222222E+01	4.1481773E-02
9.0000000E+00	-1.6444444E+01	7.4755405E-02
9.0000000E+00	-1.4666667E+01	1.7559385E+00
9.0000000E+00	-1.2888889E+01	6.4307999E+00
9.0000000E+00	-1.1111111E+01	6.5835471E+00
9.0000000E+00	-9.3333333E+00	6.6294193E+00
9.0000000E+00	-7.5555556E+00	6.6708459E+00
9.0000000E+00	-5.7777778E+00	6.7105884E+00
9.0000000E+00	-4.0000000E+00	6.7492616E+00
