-6.	9.99999583333333333359374999999998e-32
-5.97714285714285714285714285714285714285714285714285714285714	1.301024645522173410789803431567973e-31
-5.95428571428571428571428571428571428571428571428571428571429	1.69266583147387954511334919832187e-31
-5.93142857142857142857142857142857142857142857142857142857143	2.20220087546038246026820647368428e-31
-5.90857142857142857142857142857142857142857142857142857142857	2.86511879612969344480954867814361e-31
-5.88571428571428571428571428571428571428571428571428571428571	3.72759169960934494630374739925492e-31
-5.86285714285714285714285714285714285714285714285714285714286	4.84969065746837823406155130661857e-31
-5.84	6.30956964475676851188255625752875e-31
-5.81714285714285714285714285714285714285714285714285714285714	8.2089089485117601911086992597646e-31
-5.79428571428571428571428571428571428571428571428571428571429	1.06799971789571771303346532217484e-30
-5.77142857142857142857142857142857142857142857142857142857143	1.389494514392873024405957009745502e-30
-5.74857142857142857142857142857142857142857142857142857142857	1.80776733308437449398463964682352e-30
-5.72571428571428571428571428571428571428571428571428571428571	2.351950792165552844452944159830797e-30
-5.70285714285714285714285714285714285714285714285714285714286	3.059947159970603544067513743997935e-30
-5.68	3.981068239852592914185513123960151e-30
-5.65714285714285714285714285714285714285714285714285714285714	5.179469926627361755692327199160674e-30
-5.63428571428571428571428571428571428571428571428571428571429	6.738620650629500244032905625560479e-30
-5.61142857142857142857142857142857142857142857142857142857143	8.767114935442445434847722194537354e-30
-5.58857142857142857142857142857142857142857142857142857142857	1.1406236982190514768038597602208137e-29
-5.56571428571428571428571428571428571428571428571428571428571	1.48398010821785904670991600439871e-29
-5.54285714285714285714285714285714285714285714285714285714286	1.930695424016084494345083213156826e-29
-5.52	2.5118832707696841579543054138712989e-29
-5.49714285714285714285714285714285714285714285714285714285714	3.2680232549838999191757357866309926e-29
-5.47428571428571428571428571428571428571428571428571428571429	4.2517803594421278886336239299617308e-29
-5.45142857142857142857142857142857142857142857142857142857143	5.5316730464964218484992321489818348e-29
-5.42857142857142857142857142857142857142857142857142857142857	7.1968455521123732101378574845994329e-29
-5.40571428571428571428571428571428571428571428571428571428571	9.3632767596199121873171348411590135e-29
-5.38285714285714285714285714285714285714285714285714285714286	1.21818580994627725974396948458458355e-28
-5.36	1.58489030983206799306636357302555501e-28
-5.33714285714285714285714285714285714285714285714285714285714	2.06198205645851992335064059490918568e-28
-5.31428571428571428571428571428571428571428571428571428571429	2.68269037434132196053657020255337564e-28
-5.29142857142857142857142857142857142857142857142857142857143	3.49024744504905349700618881905171028e-28
-5.26857142857142857142857142857142857142857142857142857142857	4.54089941660729262160426393876329396e-28
-5.24571428571428571428571428571428571428571428571428571428571	5.90782393172080570085536190538973835e-28
-5.22285714285714285714285714285714285714285714285714285714286	7.68622692934768262086259357368384271e-28
-5.2	9.99997371011064672402831605534795613e-28
-5.17714285714285714285714285714285714285714285714285714285714	1.301021611692128276888949102959866007e-27
-5.15428571428571428571428571428571428571428571428571428571429	1.692661671083292179296746272607603158e-27
-5.13142857142857142857142857142857142857142857142857142857143	2.202195170180395796597063498880616277e-27
-5.10857142857142857142857142857142857142857142857142857142857	2.865110972292233310331060530210430488e-27
-5.08571428571428571428571428571428571428571428571428571428571	3.727580970524576856554579775332334124e-27
-5.06285714285714285714285714285714285714285714285714285714286	4.849675944322745110121214132855491239e-27
-5.04	6.309549468137876904114768656164702616e-27
-5.01714285714285714285714285714285714285714285714285714285714	8.208881279652901032258357751384003301e-27
-4.99428571428571428571428571428571428571428571428571428571429	1.0679959235744060961331061936177556104e-26
-4.97142857142857142857142857142857142857142857142857142857143	1.389489311115683649688118079244885551e-26
-4.94857142857142857142857142857142857142857142857142857142857	1.807760197659805527404621697760211237e-26
-4.92571428571428571428571428571428571428571428571428571428571	2.351941007123948031348038772633335584e-26
-4.90285714285714285714285714285714285714285714285714285714286	3.059933741422305193916180928830696892e-26
-4.88	3.981049838557462338013788950170612361e-26
-4.85714285714285714285714285714285714285714285714285714285714	5.179444692328169781935462632608889984e-26
-4.83428571428571428571428571428571428571428571428571428571429	6.738586046007858592859974300304507539e-26
-4.81142857142857142857142857142857142857142857142857142857143	8.767067480990477040062235929810498147e-26
-4.78857142857142857142857142857142857142857142857142857142857	1.140617190634501239265171454228774462e-25
-4.76571428571428571428571428571428571428571428571428571428571	1.4839711841538520098557468716451387923e-25
-4.74285714285714285714285714285714285714285714285714285714286	1.9306831861545881324591904740780042468e-25
-4.72	2.5118664885890671203730011211484383468e-25
-4.69714285714285714285714285714285714285714285714285714285714	3.2680002410295136470812855375343538581e-25
-4.67428571428571428571428571428571428571428571428571428571429	4.2517487996520994381704241556760680555e-25
-4.65142857142857142857142857142857142857142857142857142857143	5.5316297675218518091685834864325491842e-25
-4.62857142857142857142857142857142857142857142857142857142857	7.1967862022358960594824289658625482124e-25
-4.60571428571428571428571428571428571428571428571428571428571	9.3631953711888588810302795411108138826e-25
-4.58285714285714285714285714285714285714285714285714285714286	1.21817464888394233528816400757662700193e-24
-4.56	1.5848750043014376739407525221833433814e-24
-4.53714285714285714285714285714285714285714285714285714285714	2.06196106748266388296072945572744456012e-24
-4.51428571428571428571428571428571428571428571428571428571429	2.68266159147072925659229849089269841656e-24
-4.49142857142857142857142857142857142857142857142857142857143	3.49020797415513099599343607157464208179e-24
-4.46857142857142857142857142857142857142857142857142857142857	4.54084528887663343861353170530397669698e-24
-4.44571428571428571428571428571428571428571428571428571428571	5.9077497045894905903363119390092656101e-24
-4.42285714285714285714285714285714285714285714285714285714286	7.68612513924940644051417213254075004998e-24
-4.4	9.99983412201228580732635614990541773487e-24
-4.37714285714285714285714285714285714285714285714285714285714	1.30100246951864188855712669040912416553e-23
-4.35428571428571428571428571428571428571428571428571428571429	1.692635420793325835440469760659848352691e-23
-4.33142857142857142857142857142857142857142857142857142857143	2.202159172297302425916778264482757162639e-23
-4.30857142857142857142857142857142857142857142857142857142857	2.865061607215166995627235363162647276689e-23
-4.28571428571428571428571428571428571428571428571428571428571	3.727513274576250185630839584519765119954e-23
-4.26285714285714285714285714285714285714285714285714285714286	4.849583110649788801833347104502115372533e-23
-4.24	6.309422162279142927753883162779992795818e-23
-4.21714285714285714285714285714285714285714285714285714285714	8.208706700955841628390177941298155711013e-23
-4.19428571428571428571428571428571428571428571428571428571429	1.0679719830254243288111497110440905568493e-22
-4.17142857142857142857142857142857142857142857142857142857143	1.3894564806561143785948459900114590614472e-22
-4.14857142857142857142857142857142857142857142857142857142857	1.8077151761744441686981295767128877398029e-22
-4.12571428571428571428571428571428571428571428571428571428571	2.3518792676853069764253171128586716146165e-22
-4.10285714285714285714285714285714285714285714285714285714286	3.059849076106332153286400667985515131187e-22
-4.08	3.9809337342344144194249884847365308946214e-22
-4.05714285714285714285714285714285714285714285714285714285714	5.1792854746641781736470399110052933142299e-22
-4.03428571428571428571428571428571428571428571428571428571429	6.7383677056062154752167035663619725036954e-22
-4.01142857142857142857142857142857142857142857142857142857143	8.7667680636407044886114925337605646540495e-22
-3.98857142857142857142857142857142857142857142857142857142857	1.14057613055186446880482242620824580482531e-21
-3.96571428571428571428571428571428571428571428571428571428571	1.4839148771166210499377597206025806736992e-21
-3.94285714285714285714285714285714285714285714285714285714286	1.9306059704687419722115675819989591915022e-21
-3.92	2.5117606001880103697412701971909739146381e-21
-3.89714285714285714285714285714285714285714285714285714285714	3.2678550327942263104218111653554528698389e-21
-3.87428571428571428571428571428571428571428571428571428571429	4.2515496708392686159851302239742930245671e-21
-3.85142857142857142857142857142857142857142857142857142857143	5.5313566956535767856181131790241549937393e-21
-3.82857142857142857142857142857142857142857142857142857142857	7.1964117298319182804008629428784388720869e-21
-3.80571428571428571428571428571428571428571428571428571428571	9.3626818449064769417353407111996432984827e-21
-3.78285714285714285714285714285714285714285714285714285714286	1.21810422734155616513466225101804958832039e-20
-3.76	1.58477843293202433341494308384998848749028e-20
-3.73714285714285714285714285714285714285714285714285714285714	2.06182863599828946046617074815048846935933e-20
-3.71428571428571428571428571428571428571428571428571428571429	2.68247998383526056643358521626632857187556e-20
-3.69142857142857142857142857142857142857142857142857142857143	3.48995892965173879524681843675244606363093e-20
-3.66857142857142857142857142857142857142857142857142857142857	4.54050376598577209240699857763208452502094e-20
-3.64571428571428571428571428571428571428571428571428571428571	5.90728136305458747154063722918957967736463e-20
-3.62285714285714285714285714285714285714285714285714285714286	7.68548288715100972909941175959159930630469e-20
-3.6	9.99895338065766500095491538645030935291581e-20
-3.57714285714285714285714285714285714285714285714285714285714	1.300881690569746964767568446797324524567163e-19
-3.55428571428571428571428571428571428571428571428571428571429	1.692469792661766097282025128415641235640756e-19
-3.53142857142857142857142857142857142857142857142857142857143	2.201932041011484702232185015970624968551318e-19
-3.50857142857142857142857142857142857142857142857142857142857	2.864750134637968093471281978131539839153507e-19
-3.48571428571428571428571428571428571428571428571428571428571	3.72708614202165737113442710725246891949626e-19
-3.46285714285714285714285714285714285714285714285714285714286	4.848997369777132480542720948252261760694293e-19
-3.44	6.308618916621143713096824255080751657399374e-19
