9.014238	-17.020134
9.051613	-17.14094
9.07297		-17.409395
9.110345	-17.704699
9.142381	-17.892618
9.211791	-18.053692
9.254505	-18.147652
9.313237	-18.241611
9.414683	-18.37584
9.50545		-18.483221
9.617575	-18.536913
9.692325	-18.617449
9.761735	-18.684565
9.809789	-18.724833
9.857842	-18.496645
9.905895	-18.308725
9.921913	-18.255033
9.953949	-18.550335
9.975306	-18.845638
10.007341	-19.261745
10.01802	-19.677853
10.012681	-20.040268
10.028699	-20.483221
10.039377	-20.885906
10.066073	-21.208054
10.09277	-21.570469
10.119466	-21.973154
10.16218	-22.147652
10.210234	-22.308725
10.258287	-22.429531
10.301002	-22.57718
10.343716	-22.697987
10.397108	-22.7651
10.461179	-22.818792
10.498554	-22.939598
10.52525	-23.221476
10.567965	-23.342281
10.626697	-23.42282
10.733481	-23.315435
10.802892	-23.248322
10.936374	-23.167786
11.064516	-23.060402
11.187319	-22.926174
11.294105	-22.899328
11.411569	-22.885906
11.459621	-22.724833
11.502336	-22.95302
11.555729	-23.127518
11.6198		-23.2349
11.678532	-23.395973
11.747942	-23.557047
11.8440485	-23.570469
11.966852	-23.42282
12.05228	-23.342281
12.164405	-23.2349
12.265851	-23.127518
12.383315	-23.060402
12.500778	-23.006712
12.628921	-22.979866
12.730367	-22.912752
12.911902	-22.832214
13.066741	-22.832214
13.120133	-22.523489
13.173526	-22.09396
13.232258	-21.825504
13.307008	-21.583893
13.387096	-21.248322
13.429811	-21.060402
