-1.0000000E+00	-1.0655725E+01
-8.6206897E-01	-1.0655618E+01
-7.2413793E-01	-1.0655496E+01
-5.8620690E-01	-1.0655341E+01
-4.4827586E-01	-1.0655072E+01
-3.1034483E-01	-1.0654395E+01
-1.7241379E-01	-1.0652298E+01
-1.0000000E+00	-1.0655725E+01
-8.6206897E-01	-1.0655618E+01
-7.2413793E-01	-1.0655496E+01
-5.8620690E-01	-1.0655341E+01
-4.4827586E-01	-1.0655072E+01
-3.1034483E-01	-1.0654395E+01
-1.7241379E-01	-1.0652298E+01
-3.4482759E-02	-1.0645959E+01
1.0344828E-01	-1.0632683E+01
2.4137931E-01	-1.0620030E+01
3.7931034E-01	-1.0615251E+01
5.1724138E-01	-1.0615835E+01
6.5517241E-01	-1.0614304E+01
7.9310345E-01	-1.0641414E+01
9.3103448E-01	-1.1017881E+01
1.0689655E+00	-1.2996911E+01
1.2068966E+00	-1.3319481E+01
1.3448276E+00	-1.3612269E+01
1.4827586E+00	-1.3808657E+01
1.6206897E+00	-1.3926389E+01
1.7586207E+00	-1.4050017E+01
1.8965517E+00	-1.4187497E+01
2.0344828E+00	-1.4310596E+01
2.1724138E+00	-1.4422456E+01
2.3103448E+00	-1.4563526E+01
2.4482759E+00	-1.4693455E+01
2.5862069E+00	-1.4814877E+01
2.7241379E+00	-1.4949903E+01
2.8620690E+00	-1.5087066E+01
3.0000000E+00	-1.5232458E+01
-1.0000000E+00	-1.0656298E+01
-9.5959596E-01	-1.0656286E+01
-9.1919192E-01	-1.0656273E+01
-8.7878788E-01	-1.0656260E+01
-8.3838384E-01	-1.0656247E+01
-7.9797980E-01	-1.0656231E+01
-7.5757576E-01	-1.0656215E+01
-7.1717172E-01	-1.0656197E+01
-6.7676768E-01	-1.0656177E+01
-6.3636364E-01	-1.0656152E+01
-5.9595960E-01	-1.0656123E+01
-5.5555556E-01	-1.0656085E+01
-5.1515152E-01	-1.0656036E+01
-4.7474747E-01	-1.0655970E+01
-4.3434343E-01	-1.0655878E+01
-3.9393939E-01	-1.0655748E+01
-3.5353535E-01	-1.0655565E+01
-3.1313131E-01	-1.0655304E+01
-2.7272727E-01	-1.0654931E+01
-2.3232323E-01	-1.0654400E+01
-1.9191919E-01	-1.0653646E+01
-1.5151515E-01	-1.0652586E+01
-1.1111111E-01	-1.0651112E+01
-7.0707071E-02	-1.0649100E+01
-3.0303030E-02	-1.0646438E+01
1.0101010E-02	-1.0643075E+01
5.0505051E-02	-1.0639086E+01
9.0909091E-02	-1.0634703E+01
1.3131313E-01	-1.0630265E+01
1.7171717E-01	-1.0626119E+01
2.1212121E-01	-1.0622534E+01
2.5252525E-01	-1.0619697E+01
2.9292929E-01	-1.0617584E+01
3.3333333E-01	-1.0616181E+01
3.7373737E-01	-1.0615472E+01
4.1414141E-01	-1.0615350E+01
4.5454545E-01	-1.0615511E+01
4.9494949E-01	-1.0615819E+01
5.3535354E-01	-1.0616032E+01
5.7575758E-01	-1.0615907E+01
6.1616162E-01	-1.0615259E+01
6.5656566E-01	-1.0614190E+01
6.9696970E-01	-1.0613720E+01
7.3737374E-01	-1.0617454E+01
7.7777778E-01	-1.0636646E+01
8.1818182E-01	-1.0708074E+01
8.5858586E-01	-1.0952615E+01
8.9898990E-01	-1.1661058E+01
9.3939394E-01	-1.2309168E+01
