0.0000000E+00	-1.5000000E+01	3.5116634E-07
0.0000000E+00	-1.4421053E+01	1.3313069E-06
0.0000000E+00	-1.3842105E+01	5.0525572E-06
0.0000000E+00	-1.3263158E+01	1.9164905E-05
0.0000000E+00	-1.2684211E+01	7.2838785E-05
0.0000000E+00	-1.2105263E+01	2.7645914E-04
0.0000000E+00	-1.1526316E+01	1.0451745E-03
0.0000000E+00	-1.0947368E+01	2.9609231E-05
0.0000000E+00	-1.0368421E+01	1.4884255E-02
0.0000000E+00	-9.7894737E+00	5.7167086E-02
0.0000000E+00	-9.2105263E+00	2.1680875E-01
0.0000000E+00	-8.6315789E+00	8.2214404E-01
0.0000000E+00	-8.0526316E+00	3.1086490E+00
0.0000000E+00	-7.4736842E+00	1.1759152E+01
0.0000000E+00	-6.8947368E+00	4.4165432E+01
0.0000000E+00	-6.3157895E+00	1.6141036E+02
0.0000000E+00	-5.7368421E+00	5.2314983E+02
0.0000000E+00	-5.1578947E+00	1.1825424E+03
0.0000000E+00	-4.5789474E+00	1.5859269E+03
0.0000000E+00	-4.0000000E+00	1.6767528E+03
4.7368421E-01	-1.5000000E+01	5.9989616E-07
4.7368421E-01	-1.4421053E+01	2.2807927E-06
4.7368421E-01	-1.3842105E+01	8.6477872E-06
4.7368421E-01	-1.3263158E+01	3.2798604E-05
4.7368421E-01	-1.2684211E+01	1.2409425E-04
4.7368421E-01	-1.2105263E+01	4.7185754E-04
4.7368421E-01	-1.1526316E+01	1.7831841E-03
4.7368421E-01	-1.0947368E+01	7.4783216E-03
4.7368421E-01	-1.0368421E+01	2.5671231E-02
4.7368421E-01	-9.7894737E+00	9.7392554E-02
4.7368421E-01	-9.2105263E+00	3.6911883E-01
4.7368421E-01	-8.6315789E+00	1.4036338E+00
4.7368421E-01	-8.0526316E+00	5.3122659E+00
4.7368421E-01	-7.4736842E+00	2.0004935E+01
4.7368421E-01	-6.8947368E+00	7.3442163E+01
4.7368421E-01	-6.3157895E+00	2.4816549E+02
4.7368421E-01	-5.7368421E+00	6.1594311E+02
4.7368421E-01	-5.1578947E+00	9.0993832E+02
4.7368421E-01	-4.5789474E+00	9.9461264E+02
4.7368421E-01	-4.0000000E+00	1.0201810E+03
9.4736842E-01	-1.5000000E+01	1.0245175E-06
9.4736842E-01	-1.4421053E+01	3.8856613E-06
9.4736842E-01	-1.3842105E+01	1.4737009E-05
9.4736842E-01	-1.3263158E+01	5.6037657E-05
9.4736842E-01	-1.2684211E+01	2.1246717E-04
9.4736842E-01	-1.2105263E+01	8.0365545E-04
9.4736842E-01	-1.1526316E+01	3.0465292E-03
9.4736842E-01	-1.0947368E+01	1.1564886E-02
9.4736842E-01	-1.0368421E+01	4.3857566E-02
9.4736842E-01	-9.7894737E+00	1.6631651E-01
9.4736842E-01	-9.2105263E+00	6.3204919E-01
9.4736842E-01	-8.6315789E+00	2.3937129E+00
9.4736842E-01	-8.0526316E+00	9.0248589E+00
9.4736842E-01	-7.4736842E+00	3.3471615E+01
9.4736842E-01	-6.8947368E+00	1.1610118E+02
9.4736842E-01	-6.3157895E+00	3.1488203E+02
9.4736842E-01	-5.7368421E+00	5.1339616E+02
9.4736842E-01	-5.1578947E+00	5.8500584E+02
9.4736842E-01	-4.5789474E+00	6.0234129E+02
9.4736842E-01	-4.0000000E+00	6.0746224E+02
1.4210526E+00	-1.5000000E+01	1.7540831E-06
1.4210526E+00	-1.4421053E+01	6.6379754E-06
1.4210526E+00	-1.3842105E+01	2.5233249E-05
1.4210526E+00	-1.3263158E+01	9.5710095E-05
1.4210526E+00	-1.2684211E+01	3.6197134E-04
1.4210526E+00	-1.2105263E+01	7.2437746E-04
1.4210526E+00	-1.1526316E+01	5.2252432E-03
1.4210526E+00	-1.0947368E+01	1.9816192E-02
1.4210526E+00	-1.0368421E+01	7.5125514E-02
1.4210526E+00	-9.7894737E+00	2.8408382E-01
1.4210526E+00	-9.2105263E+00	1.0785928E+00
1.4210526E+00	-8.6315789E+00	4.0728890E+00
1.4210526E+00	-8.0526316E+00	1.5185776E+01
1.4210526E+00	-7.4736842E+00	5.3814974E+01
1.4210526E+00	-6.8947368E+00	1.5695085E+02
1.4210526E+00	-6.3157895E+00	2.8582523E+02
1.4210526E+00	-5.7368421E+00	3.4055018E+02
1.4210526E+00	-5.1578947E+00	3.5328727E+02
1.4210526E+00	-4.5789474E+00	3.5762937E+02
1.4210526E+00	-4.0000000E+00	3.6014940E+02
1.8947368E+00	-1.5000000E+01	2.9902896E-06
1.8947368E+00	-1.4421053E+01	1.1369125E-05
1.8947368E+00	-1.3842105E+01	4.3014796E-05
1.8947368E+00	-1.3263158E+01	1.6314140E-04
1.8947368E+00	-1.2684211E+01	6.7387418E-06
